,versionCreated,text,storyId,sourceCode,basic_Score,basic_sentiment,2M,10M,15M,30M,45M,60M
2020-09-11 11:11:37.000,2020-09-11 11:11:37+00:00,MICROSOFT <MSFT.O> SAYS TO LAUNCH CLOUD GAMING SERVICE ON SEPT. 15 IN 22 COUNTRIES WITH OVER 150 GAMES,urn:newsml:reuters.com:20200911:nL4N2G82HA:1,NS:RTRS,0.09630924630924631,positive,0.025863183757923736,,,,,
2020-09-11 10:24:30.000,2020-09-11 10:24:30+00:00,"BUZZ-FAANG, Microsoft on course for higher open",urn:newsml:reuters.com:20200911:nL4N2G82HD:1,NS:RTRS,0.02222222222222222,neutral,,,,,,
2020-09-11 08:57:38.000,2020-09-11 10:19:45+00:00,"UPDATE 2-In 'laggard rotation', emerging market equity funds turn winners - BofA",urn:newsml:reuters.com:20200911:nL8N2G81JY:4,NS:RTRS,0.07560846560846561,positive,,,,,,
2020-09-11 09:48:31.464,2020-09-11 09:48:31.464000+00:00,Google sees rapid demand for cloud tech in India amid Covid: Amitabh Jacob,urn:newsml:reuters.com:20200911:nNRAcwz70b:1,NS:BUSSTA,0.07211476466795616,positive,,,,,,
2020-09-11 07:38:19.000,2020-09-11 08:04:24+00:00,"In ""laggard rotation"", emerging equity funds turn winners - BofA",urn:newsml:reuters.com:20200911:nL8N2G81F0:4,NS:RTRS,0.06898148148148148,positive,,,,,,
2020-09-11 07:11:09.645,2020-09-11 07:12:30.562000+00:00,FRENCH FINANCE MINISTER ON BREXIT: WE WILL NOT ACCEPT ANYTHING THAT WOULD WEAKEN THE SINGLE EU MARKET,urn:newsml:reuters.com:20200911:nB5N28S020:5,NS:RTRS,0.0,neutral,,,,,,
2020-09-11 07:11:09.645,2020-09-11 07:12:01.907000+00:00,"FRENCH FINANCE MINISTER: IF WE CANNOT AGREE IN OECD ON SUCH A TAX THIS YEAR, WE SHOULD HAVE A EUROPEAN SOLUTION FOR TAXING DIGITAL GIANTS IN Q1 OF 2021",urn:newsml:reuters.com:20200911:nB5N28S020:3,NS:RTRS,0.0,neutral,,,,,,
2020-09-11 07:11:09.645,2020-09-11 07:11:09.645000+00:00,"FRENCH FINANCE MINISTER: DIGITAL GIANTS ARE ONLY WINNERS OF THE CURRENT CRISIS, ONLY FAIR TO ACCELERATE WORK ON TAXING THEM",urn:newsml:reuters.com:20200911:nB5N28S020:1,NS:RTRS,0.0,neutral,,,,,,
2020-09-11 07:10:05.177,2020-09-11 07:10:23.620000+00:00,Aggregated results for trading of shares in Moscow Exchange,urn:newsml:newsroom:20200911:nNRAcwwzkw:0,NS:IFX,-0.10714285714285714,negative,,,,,,
2020-09-11 01:22:24.706,2020-09-11 07:02:21.168000+00:00,"Reuters Insider - Race and Gender: Diversity Leaders at Goldman Sachs, Google and UWG in CNBC Inclusion Forum",urn:newsml:reuters.com:20200911:nRTVxTY6j:2,NS:CNBC,-0.024242424242424246,neutral,,,,,,
2020-09-11 04:29:36.208,2020-09-11 04:29:36.208000+00:00,"CPI MP moves SC seeking protection of data collected on UPI platforms, prevention of misuse",urn:newsml:reuters.com:20200911:nNRAcwsfm7:1,NS:ASNEWS,-0.02954545454545454,neutral,,,,,,
2020-09-10 10:57:27.592,2020-09-11 04:25:07.680000+00:00,Reuters Insider - Stocks rebound from sell-off as all S&P 500 sectors open higher,urn:newsml:reuters.com:20200910:nRTV8mlyPd:5,NS:CNBC,-0.1,negative,,,,,,
2020-09-11 04:12:23.726,2020-09-11 04:12:23.726000+00:00,"EDGE CLOUD PLATFORM, FASTLY NOW AVAILABLE ON GOOGLE CLOUD MARKETPLACE",urn:newsml:reuters.com:20200911:nBER7mzpw3:1,NS:BER,0.21995535714285716,positive,,,,,,
2020-09-11 04:12:22.641,2020-09-11 04:12:22.641000+00:00,"MAXIS ADOPTS GOOGLE CLOUD TO ACCELERATE DATA ANALYTICS, AI AND ML",urn:newsml:reuters.com:20200911:nBER8nc5xH:1,NS:BER,0.08550061050061049,positive,,,,,,
2020-09-10 11:09:05.505,2020-09-11 03:35:36.054000+00:00,Reuters Insider - Huawei set to launch Android rival,urn:newsml:reuters.com:20200910:nRTV4KS22n:4,NS:RTRS,0.07134986225895318,positive,,,,,,
2020-09-10 11:07:47.866,2020-09-11 02:30:31.214000+00:00,Reuters Insider - Big cap tech companies are leading us forward for many years to come: Analyst,urn:newsml:reuters.com:20200910:nRTV6sR6Ly:6,NS:CNBC,0.12916666666666665,positive,,,,,,
2020-09-09 13:30:41.593,2020-09-11 02:16:43.877000+00:00,Reuters Insider - Two experts discuss Tesla as shares plunge more than 30%,urn:newsml:reuters.com:20200909:nRTV3Vtg1r:7,NS:CNBC,-0.1,negative,,,,,,
2020-09-10 11:04:07.404,2020-09-11 02:04:43.258000+00:00,"Reuters Insider - Post-Market Wrap: September 09, 2020",urn:newsml:reuters.com:20200910:nRTVbSqj2r:4,NS:CNBC,0.10000000000000002,positive,,,,,,
2020-09-10 10:57:25.363,2020-09-11 01:31:27.604000+00:00,Reuters Insider - Ed Yardeni: Market needed time for earnings to catch up,urn:newsml:reuters.com:20200910:nRTV88Dmgb:3,NS:CNBC,-0.1,negative,,,,,,
2020-09-10 23:47:47.000,2020-09-10 23:47:47+00:00,$718 mln options unwind signals more caution on tech stocks,urn:newsml:reuters.com:20200910:nL1N2G72EH:8,NS:RTRS,0.06481646825396824,positive,,,,,,
2020-09-10 21:34:18.327,2020-09-10 21:34:18.327000+00:00,Why Facebook CEO thinks Google is 'better' than Apple,urn:newsml:reuters.com:20200910:nNRAcwrt2e:1,NS:TIMIND,0.05917508417508417,positive,,,,,,
2020-09-10 21:31:43.179,2020-09-10 21:31:43.179000+00:00,"German retailers, Google launch digitization program",urn:newsml:reuters.com:20200910:nNRAcwrrwt:1,NS:XINHUN,0.059920634920634916,positive,-0.0013031013812891956,-0.019546520719304628,,,,
2020-08-28 19:01:55.000,2020-09-10 20:20:44+00:00,REFILE-FACTBOX-What is QAnon and how are social media sites handling it?,urn:newsml:reuters.com:20200828:nL1N2FS17Y:1,NS:RTRS,0.04033029878618115,neutral,,,,,,
2020-09-10 20:15:45.000,2020-09-10 20:15:45+00:00,UPDATE 1-Europe's creative industry slams EU Commission for rewriting copyright rules,urn:newsml:reuters.com:20200910:nL8N2G76BZ:4,NS:RTRS,0.12093923933209647,positive,-0.016935352548441696,-0.0820713238886217,-0.09509851815665549,,,
2020-09-10 19:28:12.000,2020-09-10 19:28:12+00:00,BRIEF-Google Says Expanded Search Autocomplete Policies Related To Elections- Blog,urn:newsml:reuters.com:20200910:nFWN2G70IA:1,NS:RTRS,0.08333333333333333,positive,0.2577756138551379,0.4337651575901269,0.7118417214158734,0.1585476060547819,,
2020-09-10 19:23:23.764,2020-09-10 19:25:00.424000+00:00,GOOGLE SAYS WILL REMOVE SEARCH AUTOCOMPLETE PREDICTIONS THAT COULD BE INTERPRETED AS CLAIMS FOR OR AGAINST ANY CANDIDATE OR POLITICAL PARTY,urn:newsml:reuters.com:20200910:nFWN2G70IA:2,NS:RTRS,0.08333333333333333,positive,-0.2284660574412567,0.2604438642297646,0.40790469973890353,0.047656657963446314,0.21214099216710913,0.12989556135769575
2020-09-10 19:24:29.000,2020-09-10 19:24:29+00:00,UPDATE 1-Twitter expands misinformation rules ahead of U.S. election,urn:newsml:reuters.com:20200910:nL1N2G71O4:7,NS:RTRS,0.14490909090909093,positive,-0.21611810103357998,0.23701169388274934,0.0404813361452705,0.2951219989944853,0.22395319835202265,
2020-09-10 19:23:23.764,2020-09-10 19:23:23.764000+00:00,GOOGLE SAYS EXPANDED AUTOCOMPLETE POLICIES RELATED TO ELECTIONS- BLOG,urn:newsml:reuters.com:20200910:nFWN2G70IA:1,NS:RTRS,0.08333333333333333,positive,-0.009933486213908882,0.21500304548385252,0.455814832487933,0.4682480497517183,0.31512316345021496,0.31643192316219704
2020-09-10 15:22:56.000,2020-09-10 15:22:56+00:00,Europe's creative industry slams EU Commission for rewriting copyright rules,urn:newsml:reuters.com:20200910:nL8N2G74V5:3,NS:RTRS,0.12026244588744588,positive,0.03946873893143632,0.14006658941005945,0.03437517688189562,0.0859729604438364,-0.5061790956266021,-0.7392095593935166
2020-09-10 13:00:01.052,2020-09-10 13:00:01.052000+00:00,Fastly Offers First Partner Edge Cloud-Based Content Delivery Solution on Google Cloud Marketplace,urn:newsml:reuters.com:20200910:nBw2xGnlsa:1,NS:BSW,0.2552810522810522,positive,0.07285508867231894,0.08371944400062947,0.1374021409170867,-0.1904457581083263,0.2332640996964397,0.24796293337594477
2020-09-10 06:46:35.000,2020-09-10 12:10:08+00:00,UPDATE 3-Reliance approaches digital unit backers to invest in retail arm - sources,urn:newsml:reuters.com:20200910:nL4N2G71LQ:1,NS:RTRS,0.15170068027210884,positive,,,,,,
2020-09-10 12:00:01.851,2020-09-10 12:00:01.851000+00:00,Kaleyra Launches Verified Calls Services for Google,urn:newsml:reuters.com:20200910:nBw6jGd1Da:1,NS:BSW,0.14556818181818182,positive,-0.11958646229811576,,,,,
2020-09-10 09:02:08.673,2020-09-10 09:02:08.673000+00:00,"How to get OxygenOS 11 Open Beta update on OnePlus 8, 8 Pro",urn:newsml:reuters.com:20200910:nNRAcwk5l2:1,NS:INDIAE,0.10431834579561851,positive,,,,,,
2020-09-10 08:00:04.004,2020-09-10 08:00:04.004000+00:00,Charlotte Tilbury Leverages Google Cloud for Data-Led Customer Experience,urn:newsml:reuters.com:20200910:nPnbFKWwba:1,NS:PRN,0.2185368724842409,positive,,,,,,
2020-09-10 07:10:06.685,2020-09-10 07:10:33.154000+00:00,Aggregated results for trading of shares in Moscow Exchange,urn:newsml:newsroom:20200910:nNRAcwikvq:0,NS:IFX,-0.10714285714285714,negative,,,,,,
2020-09-10 04:00:00.000,2020-09-10 04:00:00+00:00,"Facebook, Google, Twitter urged by EU to do more against fake news",urn:newsml:reuters.com:20200910:nL8N2G6601:8,NS:RTRS,0.15623816287878786,positive,,,,,,
2020-09-10 01:10:15.662,2020-09-10 01:10:15.662000+00:00,Alphabet Inc. SEC Filings files Form -- 4,urn:newsml:reuters.com:20200910:nEOL1tG4fC:1,NS:EDG,0.0,neutral,,,,,,
2020-09-10 00:05:04.932,2020-09-10 00:05:04.932000+00:00,Moody's affirms Radiate's B2 CFR on $3.4 billion dividend recapitalization; outlook stable,urn:newsml:reuters.com:20200910:nMDY6Bwf7M:1,NS:RTRS,0.175,positive,,,,,,
2020-09-10 00:05:04.925,2020-09-10 00:05:04.925000+00:00,MOODY'S AFFIRMS RADIATE'S B2 CFR ON $3.4 BILLION DIVIDEND RECAPITALIZATION; OUTLOOK STABLE,urn:newsml:reuters.com:20200910:nMDY6Bwf7M:1,NS:RTRS,0.175,positive,,,,,,
2020-09-09 23:30:41.000,2020-09-09 23:30:41+00:00,"MEDIA-Google's Waze lays off 5% of its workforce, closes offices in Asia, Latin America - The Verge",urn:newsml:reuters.com:20200909:nL4N2G648V:1,NS:RTRS,0.4,positive,,,,,,
2020-09-09 22:25:03.732,2020-09-09 22:25:03.732000+00:00,Alphabet (GOOGL) Gains But Lags Market: What You Should Know,urn:newsml:reuters.com:20200909:nNRAcwdxb3:1,NS:ZACKSC,0.06838661338661337,positive,,,,,,
2020-09-09 21:33:57.550,2020-09-09 21:33:57.550000+00:00,Google rolls out Truecaller like feature for android users,urn:newsml:reuters.com:20200909:nNRAcwdigu:1,NS:TIMIND,0.09986631016042781,positive,-0.016095284081762973,,,,,
2020-09-09 21:33:54.308,2020-09-09 21:33:54.308000+00:00,"Google rolls out Android 11 with built-in screen recording, improved control over privacy and more",urn:newsml:reuters.com:20200909:nNRAcwdigs:1,NS:TIMIND,0.1876415251415251,positive,-0.016095284081762973,,,,,
2020-09-09 20:05:01.135,2020-09-09 20:05:01.135000+00:00,"Top Stock Reports for Alphabet, UnitedHealth & AbbVie",urn:newsml:reuters.com:20200909:nNRAcwcvuk:1,NS:ZACKSC,0.14481533407669772,positive,0.44774193548386965,0.44903225806451896,0.33548387096773435,,,
2020-09-09 18:58:13.000,2020-09-09 18:58:13+00:00,UPDATE 1-France says U.S. blocking global digital tax talks,urn:newsml:reuters.com:20200909:nL8N2G65TC:2,NS:RTRS,0.06715747215747217,positive,-0.04672347098737539,0.11779128505804426,0.1257929755271725,0.273664215396785,-0.04672347098737539,-0.11585807664071801
2020-09-09 18:53:05.000,2020-09-09 18:53:05+00:00,US STOCKS-Wall Street bounces as tech rebounds,urn:newsml:reuters.com:20200909:nL1N2G61MK:6,NS:RTRS,0.08225670163170165,positive,0.2152912605806634,0.1826121502213729,0.21657920198894232,0.35499125353222194,0.24952743443351633,0.21350352101394687
2020-09-09 18:30:19.000,2020-09-09 18:30:19+00:00,BUZZ-Big tech back in green as selloff spree subsides,urn:newsml:reuters.com:20200909:nL4N2G63GR:1,NS:RTRS,0.12708333333333333,positive,0.020512820512808005,0.2097179487179579,0.0902756410256389,0.09230769230770264,0.16794871794871824,0.47858974358974127
2020-09-09 17:50:07.000,2020-09-09 17:50:07+00:00,US STOCKS-Wall Street bounces as tech rout halts,urn:newsml:reuters.com:20200909:nL4N2G638J:6,NS:RTRS,0.12300303030303031,positive,0.15792007703419042,-0.039159043492209555,-0.10335419675814306,0.2542063874177547,0.25292890386776623,0.15915262397689922
2020-09-09 17:47:24.000,2020-09-09 17:47:24+00:00,BRIEF-FDA In Letter Dated Sept. 8 Says Granted EUA For Emergency Use Of Verily COVID-19 RT-PCR Test,urn:newsml:reuters.com:20200909:nFWN2G60KW:1,NS:RTRS,-0.25,negative,0.03658067000384957,0.21563342318058343,-0.07893723527147012,0.054550121935559304,0.1360544217686943,0.18996277756386792
2020-09-09 17:07:25.008,2020-09-09 17:07:25.008000+00:00,"Google's new Android 11 OS brings chat features and privacy to more phones than expected The update comes to OnePlus, Xiaomi, Oppo, and Realme devices as well as Google's own Pixel smartphones",urn:newsml:reuters.com:20200909:nNRAcwbjp0:1,NS:INDEPE,0.21044151426804486,positive,0.12661627594674485,-0.19504022304926982,-0.06842394710252497,-0.11318727698269582,-0.22829298238882245,-0.4450753942370489
2020-09-09 15:17:15.028,2020-09-09 15:17:15.028000+00:00,"Italy investigates Apple, Google, Dropbox over cloud storage",urn:newsml:reuters.com:20200909:nNRAcvkhy6:1,NS:ASSOPR,-0.018333333333333326,neutral,-0.13566766384242035,0.22426170773117704,0.2512564105991988,0.11301782267412186,0.29303392694257635,0.43508390982021083
2020-09-09 14:43:00.000,2020-09-09 14:43:00+00:00,FDA authorizes emergency use of COVID-19 test from Alphabet's Verily,urn:newsml:reuters.com:20200909:nL4N2G6307:4,NS:RTRS,0.046875,neutral,-0.1423455454217626,0.4481887978564414,0.30981089297674735,0.1613464213943594,0.34652444994074383,0.41608697892512314
2020-09-09 14:20:02.000,2020-09-09 14:20:02+00:00,BUZZ-Tesla gains as tech stocks rebound from sell-off,urn:newsml:reuters.com:20200909:nL4N2G630A:1,NS:RTRS,0.03434343434343435,neutral,0.06927045906244267,0.5094939372163543,0.3450575203765238,0.6150180944797246,1.1083920837460237,0.6888332135666309
2020-09-09 13:31:16.133,2020-09-09 13:31:16.133000+00:00,FDA IN LETTER DATED SEPT. 8 SAYS GRANTED EUA FOR EMERGENCY USE OF VERILY COVID-19 RT-PCR TEST TO VERILY LIFE SCIENCES,urn:newsml:reuters.com:20200909:nFWN2G60KW:1,NS:RTRS,-0.25,negative,-0.3346735150594138,-1.34787654938473,-0.7188247439868234,-0.8534841518701541,-0.9018974151806081,-0.4549564280630247
2020-09-09 13:08:38.029,2020-09-09 13:10:29.259000+00:00,"GOOGLE SAYS NEW GOOGLE FINANCE WILL BE AVAILABLE IN THE U.S. IN COMING WEEKS, WITH MORE NEW FEATURES FOLLOWING SHORTLY",urn:newsml:reuters.com:20200909:nFWN2G60KS:3,NS:RTRS,0.0,neutral,0.022548640639086237,0.5025125628140614,0.6236309753897773,-0.7367864965854953,-0.8502383713439032,-0.5366576472104256
2020-09-09 13:08:38.029,2020-09-09 13:10:06.500000+00:00,"GOOGLE SAYS LATER THIS YEAR, WILL EXTEND “WATCHLIST” FEATURE TO ENABLE PLAYING AROUND WITH MODEL PORTFOLIOS ON GOOGLE FINANCE",urn:newsml:reuters.com:20200909:nFWN2G60KS:2,NS:RTRS,0.0,neutral,0.022548640639086237,0.5025125628140614,0.6236309753897773,-0.7367864965854953,-0.8502383713439032,-0.5366576472104256
2020-09-09 13:08:38.029,2020-09-09 13:08:38.029000+00:00,GOOGLE SAYS HAVE REDESIGNED GOOGLE FINANCE FOR BOTH DESKTOP & MOBILE VIEWING - BLOG,urn:newsml:reuters.com:20200909:nFWN2G60KS:1,NS:RTRS,0.0,neutral,0.08634020618556448,0.6250000000000089,0.7087628865979356,-0.40432989690721843,-0.818943298969077,-0.5857603092783492
2020-09-08 17:24:59.673,2020-09-09 11:39:06.980000+00:00,Reuters Insider - Investors were 'pricing into infinity' the work-from-home trade: Investor,urn:newsml:reuters.com:20200908:nRTV9CP5Wh:7,NS:CNBC,0.025416666666666664,neutral,-0.10632265381343986,0.055416655926987524,0.0715261489290242,0.13660850065726482,0.20104647266541154,0.007732556640971389
2020-09-08 16:46:04.155,2020-09-09 11:35:18.314000+00:00,Reuters Insider - Here are tech stocks the traders are buying on the dip,urn:newsml:reuters.com:20200908:nRTVcgXVSV:8,NS:CNBC,-0.11851851851851854,negative,,,,,,
2020-09-08 15:57:25.685,2020-09-09 11:27:02.189000+00:00,Reuters Insider - Nasdaq gets hammered in three-day tumble,urn:newsml:reuters.com:20200908:nRTV3ySRl6:8,NS:RTRS,-0.016414141414141416,neutral,,,,,,
2020-09-09 08:29:01.000,2020-09-09 10:02:20+00:00,BREAKINGVIEWS-Reliance becoming the envy of big conglomerates,urn:newsml:reuters.com:20200909:nL4N2G61ZU:1,NS:RTRS,0.08909313725490196,positive,,,,,,
2020-09-09 07:10:07.123,2020-09-09 07:10:26.016000+00:00,Aggregated results for trading of shares in Moscow Exchange,urn:newsml:newsroom:20200909:nNRAcw40po:0,NS:IFX,-0.10714285714285714,negative,,,,,,
2020-09-08 23:00:00.000,2020-09-08 23:00:00+00:00,Candela secures Google PPA,urn:newsml:reuters.com:20200908:nL8N2G156S:1,NS:PFIE,0.18939393939393936,positive,,,,,,
2020-09-08 21:35:35.000,2020-09-08 21:35:35+00:00,BRIEF-American Well Sees IPO Of Up To 35 Mln Shares Of Class A Common Stock- SEC Filing,urn:newsml:reuters.com:20200908:nFWN2G50Y6:1,NS:RTRS,-0.17142857142857143,negative,-0.1309757694826441,-0.2619515389652882,-0.7858546168958758,,,
2020-09-08 21:29:56.860,2020-09-08 21:31:22.173000+00:00,AMERICAN WELL CORP SAYS GOOGLE LLC HAS AGREED TO PURCHASE $100 MLN OF CO'S CLASS C COMMON STOCK IN PRIVATE PLACEMENT,urn:newsml:reuters.com:20200908:nFWN2G50Y6:2,NS:RTRS,-0.17142857142857143,negative,-0.041946858573549406,-0.31066892131031976,-0.44175285435263945,-0.1690982736246016,-0.048501055225658174,
2020-09-08 18:23:46.000,2020-09-08 18:23:46+00:00,BRIEF-Google Says Expanding Its Google Cloud Confidential Computing Portfolio,urn:newsml:reuters.com:20200908:nFWN2G50SI:1,NS:RTRS,-0.25,negative,-0.39735614056108925,-0.35428493706098907,-0.4731355512304303,-0.9122675207502873,-0.6590217979150936,-0.42876897318897544
2020-09-08 17:23:27.054,2020-09-08 17:23:27.054000+00:00,GOOGLE- EXPANDING ITS GOOGLE CLOUD CONFIDENTIAL COMPUTING PORTFOLIO,urn:newsml:reuters.com:20200908:nFWN2G50SI:1,NS:RTRS,-0.25,negative,0.09498148830178188,-0.052336738452007925,-0.032306628674072524,0.0891662951404193,-0.14499214948924255,-0.40254059327893277
2020-09-08 17:08:43.227,2020-09-08 17:08:43.227000+00:00,"GOOGLE SAYS ANDROID 11 WILL BEGIN ROLLING OUT TODAY ON SELECT PIXEL, ONEPLUS, XIAOMI, OPPO AND REALME PHONES - BLOG",urn:newsml:reuters.com:20200908:nFWN2G50JC:1,NS:RTRS,0.0,neutral,-0.3491033216534434,0.21075496825746498,0.10860992229217992,0.022627067144220803,0.14416674209023483,-0.09012037599720468
2020-09-08 15:06:13.000,2020-09-08 16:57:41+00:00,BREAKINGVIEWS-Nikola deal electrifies GM’s dilemma,urn:newsml:reuters.com:20200908:nL1N2G50UU:6,NS:RTRS,0.15111632194965527,positive,-0.0650660001159542,-0.3414290039748247,-0.440239133655862,-0.22612045584853302,-0.22547623802560146,-0.23513950536956374
2020-09-08 14:30:57.000,2020-09-08 14:30:57+00:00,"Indonesia adds Twitter, Zoom to tech companies that must pay 10% VAT",urn:newsml:reuters.com:20200908:nL4N2G52Z6:5,NS:RTRS,0.06458333333333333,positive,-0.04035305722448479,-0.455201701233654,-0.6250752616543509,-0.5265113180717651,-0.390079553169953,-0.5457270596072261
2020-09-08 12:46:22.000,2020-09-08 12:51:44+00:00,BREAKINGVIEWS-American boss would squash OECD’s global tax push,urn:newsml:reuters.com:20200908:nL8N2G444D:3,NS:RTRS,0.05531153856625555,positive,0.0,0.05496281926931079,0.07177497575168168,-0.5295829291949605,-0.5475848690591589,0.04461687681862614
2020-09-08 12:41:49.000,2020-09-08 12:41:49+00:00,U.S.-Israeli tech firm JFrog looks to raise $428 mln in U.S. IPO,urn:newsml:reuters.com:20200908:nL4N2G52SS:5,NS:RTRS,0.04487179487179487,neutral,0.025258903763591967,0.014248612379463843,-0.0523312672845333,0.29080122538065467,-0.23186378326565116,-0.2862675759872091
